"phenotype_category","code","description","code_system","clinical_subcategory","phenotype_name","rank"
"Chronic Paediatric Condition","F036200","Toxic encephalitis due to thallium","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F037.00","Transverse myelitis","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F037000","Varicella transverse myelitis","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F038.00","Tropical spastic paraplegia","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F03y.12","Myalgic encephalomyelitis","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F05..00","Phlebitis and thrombophlebitis of intracranial sinuses","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F050.00","Embolism of central nervous system venous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F050100","Embolism superior longitudinal sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F050.11","Embolus of central nervous system venous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F050z00","Embolism central nervous system venous sinus NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F051.00","Thrombosis of central nervous system venous sinuses","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F051000","Thrombosis cavernous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F051100","Thrombosis of superior longitudinal sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F051200","Thrombosis lateral sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F051300","Thrombosis transverse sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F051z00","Thrombosis of central nervous system venous sinus NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F052000","Phlebitis cavernous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F052100","Phlebitis of superior longitudinal sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F053.00","Thrombophlebitis of central nervous system venous sinuses","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F053000","Thrombophlebitis of cavernous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F053100","Thrombophlebitis of superior longitudinal venous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F053200","Thrombophlebitis lateral venous sinus","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F053z00","Thrombophlebitis of central nervous system venous sinus NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F05z.00","Phlebitis or thrombophlebitis of central nervous system venous sinus NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F06..00","Late effects of intracranial abscess or pyogenic infection","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F06X.00","Sequelae of inflammatory diseases of the central nervous system","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F10..00","Cerebral degenerations usually manifest in childhood","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F101z00","Cerebral lipidoses NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F102.00","Cerebral degeneration in lipidoses EC","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F102000","Cerebral degeneration in Gaucher's disease","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F102100","Cerebral degeneration in Niemann-Pick disease","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F102z00","Cerebral degeneration in lipidosis NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F103.00","Cerebral degeneration in diseases EC","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F103100","Cerebral degeneration in mucopolysaccharidoses","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F103z00","Cerebral degeneration in disease NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F10y.00","Other cerebral degenerations in childhood","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F10y000","Alper's disease","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F10y100","Leigh's disease","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
"Chronic Paediatric Condition","F10yz00","Other cerebral degenerations in childhood NOS","Read codes v2","Other neurological - other neurological condition","Other neurological (excluding epilepsy and headaches)",1
